Year,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),Min Temp (Centigrate),Max Temp (Centigrate),Precipitation (mm),Irrigated Area,Annual Rainfall
1987,Buldhana,3,1,333,74,6,74,229,363,1590,13,7,538,2,1,500,17,6,353,47,38,809,115,35,301,13,9,692,13,4,289,109,51,466,1,7,7333,239,20,84,5,70,30,26,7346,24,10,9,1837,6,3,2,21,33,714,17,765
1988,Buldhana,3,4,1152,28,36,1274,205,215,1047,16,6,350,2,2,1000,27,17,626,48,51,1080,116,45,388,18,12,657,22,8,378,113,52,461,1,8,6750,247,20,81,7,64,29,25,9456,29,13,12,2169,7,3,3,21,33,1113,44,986
1989,Buldhana,4,2,475,28,33,1196,211,436,2066,14,7,504,2,2,762,21,11,548,52,52,1012,122,67,548,16,13,788,22,6,259,106,58,550,2,13,7333,256,35,135,9,65,37,32,11514,28,16,14,2772,7,4,3,20,33,647,42,859
1990,Buldhana,4,3,743,30,40,1333,204,406,1990,13,8,602,2,2,826,22,13,558,52,20,377,121,73,605,13,12,924,21,5,223,124,62,503,3,21,7767,267,29,108,8,60,38,32,14103,31,20,16,3725,8,5,4,20,32,961,49,996
1991,Buldhana,4,2,514,12,13,1049,199,145,729,15,3,200,2,3,1208,9,5,523,46,23,487,135,31,229,14,4,250,20,4,216,67,20,302,3,27,7888,258,12,47,7,62,32,28,10700,30,16,14,3074,9,4,4,21,33,477,40,506
1992,Buldhana,3,3,788,23,34,1498,203,526,2587,17,10,619,12,24,2034,24,12,515,61,49,804,150,92,611,17,16,958,26,8,305,131,68,519,2,10,5941,217,21,98,7,63,36,31,12276,31,17,15,2569,6,4,3,21,33,694,46,760
1993,Buldhana,3,3,1037,21,37,1726,195,294,1506,13,7,549,20,35,1759,31,31,1023,66,69,1041,145,82,562,16,14,916,27,6,231,154,123,798,0,3,7400,216,36,167,6,71,40,34,9793,25,14,12,1781,4,3,2,21,33,785,41,736
1994,Buldhana,1,1,846,27,56,2105,165,321,1947,12,8,703,16,30,1904,43,27,627,65,47,720,152,53,350,13,10,758,24,3,138,134,84,627,3,20,7842,244,29,118,7,68,45,37,11533,25,16,14,3218,7,5,4,20,32,969,50,698
1995,Buldhana,1,1,545,22,33,1509,123,178,1443,13,10,744,12,11,940,33,18,539,70,56,789,148,53,357,12,8,692,20,5,241,142,86,605,2,14,7065,255,32,124,6,63,51,43,16274,29,23,20,4658,8,7,6,21,33,796,45,618
1996,Buldhana,1,1,800,20,38,1901,173,420,2421,7,5,757,19,24,1262,27,25,898,64,49,767,143,95,663,7,8,1116,3,1,346,106,83,782,1,10,7385,252,41,163,5,73,46,39,10114,23,14,12,1918,4,3,2,21,33,810,38,720
1997,Buldhana,1,0,429,17,15,845,171,200,1168,11,5,422,14,21,1496,28,14,493,60,28,470,139,40,285,5,4,692,9,3,306,104,44,423,1,7,13740,268,21,77,6,64,56,45,17434,30,26,21,3021,5,5,4,20,32,661,46,1022
1998,Buldhana,1,0,800,36,61,1704,152,240,1583,6,3,527,23,41,1792,46,37,807,62,59,961,132,84,635,10,8,824,13,5,365,86,67,782,1,7,8138,266,34,130,8,63,55,43,17926,31,27,21,3731,6,6,4,21,33,773,53,1123
1999,Buldhana,0,0,500,36,67,1887,152,258,1696,8,4,507,19,30,1526,47,34,710,56,42,759,139,75,541,10,7,768,7,2,343,108,122,1136,1,8,9450,258,45,174,8,60,64,50,21799,32,35,27,5476,8,9,7,20,33,766,45,696
2000,Buldhana,0,0,1000,22,32,1495,144,204,1413,8,5,620,21,20,953,18,10,519,59,24,404,170,45,264,7,4,507,7,2,243,96,63,656,1,10,8633,220,15,69,7,59,49,41,19219,33,28,23,4262,7,6,5,21,33,571,48,341
2001,Buldhana,0,0,1000,24,42,1785,146,189,1288,8,3,372,22,53,2449,24,14,605,58,39,672,161,90,560,3,2,667,6,3,391,88,110,1257,1,9,8127,220,34,153,7,63,59,47,19169,30,28,23,3903,6,6,5,21,33,459,45,789
2002,Buldhana,0,0,1000,29,52,1813,138,203,1471,6,4,632,26,52,2035,29,16,546,57,41,713,177,69,390,2,2,810,6,2,242,91,104,1137,1,8,6462,168,33,197,6,58,62,50,24986,34,36,29,5649,8,8,7,21,33,626,50,999
2003,Buldhana,0,0,0,31,48,1567,130,195,1503,4,2,452,27,58,2129,33,14,423,60,41,696,181,115,632,1,1,909,6,2,322,98,154,1571,1,7,6920,183,43,237,5,62,51,41,18427,33,27,22,2680,5,4,3,21,33,534,25,706
2004,Buldhana,0,0,0,27,18,691,122,123,1012,4,2,452,35,43,1228,30,11,379,62,38,615,164,59,362,1,0,500,6,1,190,153,135,888,1,6,8157,199,25,128,7,53,50,40,24583,39,37,29,5544,9,8,7,21,33,685,24,616
2005,Buldhana,0,0,0,26,27,1034,113,109,964,4,2,500,34,57,1677,37,24,650,61,31,513,122,21,170,0,0,750,2,0,250,175,90,513,0,1,3867,198,39,196,8,56,56,56,23475,35,35,35,6139,9,9,9,21,33,839,22,574
2006,Buldhana,0,0,0,58,83,1418,89,117,1311,4,2,486,44,73,1671,81,57,708,60,49,806,117,56,480,2,2,1000,6,1,220,191,227,1186,1,10,6800,234,50,214,0,55,64,51,28475,36,43,34,7066,9,11,8,21,33,1098,48,1078
2007,Buldhana,0,0,0,59,119,1998,76,130,1710,3,2,540,65,204,3159,76,73,960,66,66,994,125,84,670,2,1,900,6,2,345,208,393,1890,3,17,5904,249,94,379,0,56,68,54,26210,32,39,31,9992,12,15,12,21,33,755,58,679
2008,Buldhana,0,0,0,47,70,1477,63,104,1632,4,2,541,56,169,2994,64,48,754,60,30,508,80,10,128,2,2,750,3,1,233,255,76,299,2,12,5586,248,72,290,0,53,84,70,33015,31,49,41,16360,16,24,20,21,33,673,47,634
2009,Buldhana,0,0,0,46,94,2041,64,105,1636,4,3,731,85,186,2184,75,94,1242,62,72,1155,82,34,412,1,1,1200,2,1,319,221,161,732,1,10,6957,239,64,266,0,50,89,66,46086,39,69,51,13362,11,20,15,22,34,796,-20,719
2010,Buldhana,0,0,0,54,93,1724,70,82,1171,4,2,528,75,182,2430,74,79,1060,77,42,553,103,69,669,1,1,1038,3,1,353,235,422,1793,1,6,6100,252,74,295,0,47,105,74,55252,37,83,59,25213,17,38,27,21,34,988,-20,634
2011,Buldhana,0,0,0,41,68,1651,59,94,1603,3,2,636,65,179,2756,48,40,837,80,44,554,90,67,741,2,2,1540,3,1,245,268,379,1415,0,2,5833,257,55,213,16,54,94,84,43444,37,65,58,10661,9,16,14,21,33,768,-20,719
2012,Buldhana,0,0,0,36,54,1485,51,78,1535,2,2,1105,23,40,1783,44,33,745,84,44,522,84,54,642,1,2,1367,1,0,167,284,434,1527,0,0,4400,254,59,232,4,53,84,60,37804,36,56,40,12321,12,18,13,21,33,759,-20,597
2013,Buldhana,0,0,0,59,74,1253,58,49,845,4,2,657,33,87,2617,79,63,799,21,15,701,168,114,679,3,4,1577,1,0,250,364,548,1505,0,1,8100,228,115,505,0,56,98,69,38902,33,58,41,12516,11,19,13,21,33,994,-20,919
2014,Buldhana,0,0,0,74,96,1299,31,31,987,2,0,176,49,60,1229,57,37,640,70,19,266,26,9,323,4,4,1079,1,0,250,359,194,541,0,2,6233,174,24,137,0,50,93,65,44043,36,66,46,18082,15,27,19,22,34,670,-20,726
2015,Buldhana,0,0,0,60,49,812,31,19,603,2,0,105,43,49,1150,56,31,557,73,24,333,25,7,269,4,3,816,2,0,205,359,165,458,0,2,5000,171,30,175,0,51,79,57,38634,38,59,42,10525,10,16,11,22,34,803,-20,694
2016,Buldhana,0,0,400,104,162,1563,36,48,1329,2,1,335,60,133,2208,70,78,1118,78,64,828,29,23,794,5,6,1124,2,1,297,0,0,0,1,4,6673,170,93,548,0,52,83,57,37263,36,57,39,12596,12,19,13,22,34,803,-20,694
1966,Chandrapur,203,165,813,39,14,359,208,105,504,0,0,0,3,2,667,11,5,455,12,5,417,228,15,64,0,0,0,39,8,205,172,12,72,0,1,6000,29,2,69,2,77,3,3,614,23,1,1,0,0,0,0,21,34,1929,103,1334
1967,Chandrapur,225,191,849,37,12,324,209,86,411,0,0,0,3,1,333,10,4,400,12,3,250,228,19,81,0,0,0,40,8,204,186,12,65,0,1,4500,29,2,69,2,69,2,2,614,31,1,1,0,0,0,0,21,33,1223,104,1506
1968,Chandrapur,229,212,925,38,15,397,217,104,480,0,0,0,3,1,323,11,5,472,12,6,513,79,15,188,0,0,0,51,10,188,68,14,199,0,2,8500,34,3,87,2,58,4,4,1066,22,2,2,1010,20,2,1,20,33,1171,108,1308
1969,Chandrapur,229,244,1065,38,17,439,214,105,492,0,0,0,3,1,379,11,4,345,12,6,529,84,24,290,0,0,500,53,10,188,68,14,204,0,2,9000,36,3,94,2,61,5,4,1008,20,2,1,1024,20,2,1,21,34,1302,110,1130
1970,Chandrapur,231,256,1110,34,15,427,214,36,170,0,0,0,3,1,259,11,4,404,10,5,490,75,16,214,0,0,667,53,10,188,60,15,242,0,1,6500,42,2,43,2,55,6,5,1688,24,3,2,1425,21,2,2,20,33,2107,108,1373
1971,Chandrapur,230,211,915,35,20,555,220,64,291,0,0,0,3,1,321,12,5,410,13,6,480,76,15,202,0,0,667,53,12,223,60,16,270,0,1,6000,41,3,76,2,53,6,6,2181,27,3,3,1622,20,2,2,20,32,1922,110,1300
1972,Chandrapur,226,100,442,36,14,401,205,79,385,0,0,0,3,1,276,13,4,323,14,7,496,69,14,209,0,0,333,48,7,145,74,12,158,0,1,6000,42,5,107,2,53,3,3,246,7,0,0,1357,40,2,2,21,34,1390,109,774
1973,Chandrapur,233,285,1225,41,18,450,214,97,454,0,0,500,3,1,276,13,4,313,12,5,415,77,16,207,0,0,667,51,11,209,82,17,202,0,1,7000,41,2,58,2,49,4,4,1897,32,3,3,1113,19,2,2,21,34,2012,116,1317
1974,Chandrapur,230,167,724,38,25,643,238,110,462,0,0,500,3,1,367,15,7,450,11,5,425,73,19,265,0,0,500,58,7,123,92,14,149,0,1,7000,43,4,92,2,50,10,9,2616,19,4,3,4167,31,6,5,21,33,974,114,903
1975,Chandrapur,251,418,1664,44,33,752,217,74,341,0,0,0,3,2,774,15,5,347,11,7,664,65,15,224,0,0,1000,35,6,181,81,14,167,0,1,7000,40,2,58,3,71,9,8,991,11,1,1,1507,17,2,2,20,33,1551,126,1746
1976,Chandrapur,240,291,1215,41,20,478,207,96,464,0,0,0,3,4,1276,13,5,346,10,4,360,70,15,212,0,0,500,42,11,260,80,19,240,0,1,8000,37,2,65,3,61,8,7,2053,25,3,3,1206,15,2,2,21,33,1248,123,1113
1977,Chandrapur,241,306,1271,39,23,602,216,132,609,0,0,0,3,3,1033,14,5,348,10,4,380,70,13,191,0,0,1000,39,9,221,80,16,199,0,1,8000,31,3,92,3,61,8,8,1975,22,3,3,1608,18,2,2,21,33,1222,127,1103
1978,Chandrapur,253,319,1260,39,21,520,218,123,564,0,0,0,3,4,1483,19,4,191,11,7,643,66,14,208,0,0,500,39,14,344,78,22,286,0,1,8000,40,3,82,3,64,6,6,1320,19,2,2,1104,16,2,2,21,33,1365,131,1341
1979,Chandrapur,251,260,1037,42,30,721,218,109,502,0,0,0,2,3,1600,20,4,213,12,6,483,60,18,294,0,0,1000,50,13,262,80,21,261,0,1,6000,43,4,93,2,66,7,7,1477,20,2,2,997,14,1,1,22,33,1213,127,1089
1980,Chandrapur,253,340,1341,39,20,497,213,92,432,0,0,0,2,2,750,19,4,194,12,5,433,61,10,160,0,0,1000,45,4,82,79,8,105,0,1,7000,45,3,67,2,66,6,6,1780,26,3,2,567,8,1,1,22,34,1265,138,1173
1981,Chandrapur,258,362,1403,40,21,511,211,81,383,0,0,0,3,3,1100,20,4,215,13,6,492,67,15,217,0,0,500,42,7,153,66,11,162,0,1,9000,45,4,77,3,63,7,7,1976,25,3,3,1010,13,1,1,21,33,1641,130,1451
1982,Chandrapur,261,318,1217,41,20,483,206,95,463,0,0,500,3,4,1267,19,4,189,14,6,404,69,13,193,0,0,500,47,10,217,62,13,203,0,1,7000,44,4,86,3,69,12,12,2613,22,4,4,1074,9,2,1,22,33,1125,121,936
1983,Chandrapur,266,426,1601,41,27,648,210,93,442,0,0,0,3,2,733,22,5,237,14,9,608,69,13,182,0,0,1000,54,10,182,68,17,247,0,1,7000,45,2,42,3,64,14,13,3422,22,5,5,2300,15,3,3,21,33,1546,117,1286
1984,Chandrapur,264,199,753,35,17,470,206,85,412,0,0,0,3,3,1154,11,3,243,15,10,645,70,11,154,1,1,833,49,9,185,70,13,181,0,1,10000,55,6,102,3,64,10,9,1779,17,3,2,1868,18,3,3,21,33,910,118,794
1985,Chandrapur,273,334,1222,35,20,559,195,127,651,0,0,0,2,3,1042,13,5,372,17,7,406,71,17,234,1,0,800,54,12,225,88,20,223,0,0,0,59,8,140,3,58,9,8,2957,27,4,4,1636,15,2,2,21,34,1240,121,1059
1986,Chandrapur,279,264,946,34,18,529,185,97,525,0,0,0,2,2,1000,11,3,298,17,6,353,90,24,271,1,0,600,53,9,179,76,15,197,0,0,0,58,6,103,3,62,13,11,3714,27,5,5,1548,11,2,2,21,34,1135,120,1448
1987,Chandrapur,265,212,800,33,19,576,178,101,571,0,0,0,2,2,1000,12,3,270,19,12,632,76,19,249,1,1,1000,59,9,155,99,18,182,0,0,0,62,6,97,2,65,15,13,3554,23,5,5,1817,12,3,2,21,34,1037,127,849
1988,Chandrapur,285,441,1546,30,25,821,169,158,940,0,0,0,2,2,762,14,6,406,20,9,436,84,47,562,1,1,1250,43,4,98,87,16,188,0,0,0,67,8,117,5,61,18,15,5079,26,8,6,2445,13,4,3,21,34,1449,141,1205
1989,Chandrapur,269,301,1118,29,21,720,169,105,621,0,0,0,1,1,833,13,6,469,21,16,754,83,38,455,0,0,1000,9,4,473,87,20,226,0,1,7000,61,9,152,5,61,23,20,7519,29,11,10,2787,11,4,4,21,33,1161,144,949
1990,Chandrapur,302,347,1149,29,17,572,165,69,420,0,0,1000,2,2,750,14,4,270,24,10,405,76,31,401,1,1,1250,32,3,85,91,23,258,0,2,7750,68,8,116,6,69,21,18,4648,22,7,6,1800,9,3,2,21,33,1454,137,1860
1991,Chandrapur,295,240,811,20,10,512,147,62,419,0,0,0,2,2,789,11,4,340,23,10,452,40,9,230,1,1,1000,29,4,143,96,31,320,0,0,0,64,6,96,6,66,24,22,5561,24,8,8,2314,10,4,3,21,34,1094,148,1015
1992,Chandrapur,289,385,1330,21,17,803,154,82,532,0,0,0,2,4,2000,13,6,512,24,21,879,51,14,278,0,1,2000,32,6,186,97,50,509,0,1,7250,61,6,103,6,68,23,20,5289,23,8,7,2157,9,3,3,21,33,1073,141,1363
1993,Chandrapur,290,389,1340,30,26,883,157,97,619,0,0,0,3,3,1120,15,7,490,26,20,759,72,29,398,0,0,1333,34,7,211,121,75,620,0,1,7000,57,9,164,7,76,26,22,4517,20,7,6,920,4,1,1,21,33,1417,150,1157
1994,Chandrapur,288,398,1381,32,32,1013,147,78,528,0,0,0,3,3,1000,18,9,506,27,9,355,76,32,415,0,0,1333,29,7,239,121,61,504,0,1,6700,54,7,128,7,67,30,25,7229,25,11,9,2321,8,4,3,21,33,1802,147,1676
1995,Chandrapur,291,464,1593,31,22,722,154,70,451,0,0,0,3,3,1308,19,8,402,28,12,412,65,32,502,0,1,1250,27,5,192,122,84,690,0,0,0,59,11,187,8,69,37,31,8564,24,13,11,2518,7,4,3,21,33,1505,157,1247
1996,Chandrapur,289,379,1309,28,21,743,132,77,583,0,0,0,3,3,1200,16,8,487,31,26,829,61,33,548,0,0,1000,12,2,157,116,84,721,0,0,0,60,11,190,8,73,38,33,6930,21,11,9,2172,6,3,3,21,34,1043,157,781
1997,Chandrapur,280,348,1243,23,9,373,130,46,357,0,0,1000,2,3,1476,15,4,275,33,11,315,66,25,385,1,1,1000,14,1,81,115,140,1219,0,0,0,53,5,104,7,69,44,36,10342,27,17,14,1565,4,3,2,21,33,1040,161,1341
1998,Chandrapur,278,326,1170,34,22,647,108,47,429,0,0,0,3,6,1903,19,9,445,27,14,500,70,28,406,0,0,1000,6,1,206,159,247,1556,0,0,0,53,8,143,7,64,45,36,12359,28,20,16,3251,7,5,4,22,34,1229,168,1197
1999,Chandrapur,289,417,1444,35,25,705,95,58,607,0,0,0,3,4,1316,21,9,432,29,23,784,67,30,455,0,0,900,4,1,317,167,205,1228,0,0,0,54,10,191,9,60,50,40,15354,29,25,20,5610,11,9,7,21,33,1157,168,1097
2000,Chandrapur,287,231,804,24,16,661,69,44,641,0,0,0,3,3,968,18,8,414,29,13,442,40,15,379,0,0,2000,4,1,237,141,146,1030,0,0,0,55,6,112,0,62,45,39,13312,30,22,19,3491,8,6,5,21,34,1151,155,687
2001,Chandrapur,298,390,1307,26,20,788,70,45,640,0,0,0,2,6,2545,14,6,443,29,23,806,46,22,483,0,0,1000,4,1,263,141,160,1138,0,0,0,62,7,120,1,63,48,42,14621,31,24,21,3201,7,5,4,21,33,1214,157,1196
2002,Chandrapur,287,187,651,21,13,598,49,28,568,0,0,0,2,5,1957,13,5,354,29,11,372,34,13,388,0,0,2000,4,1,184,144,150,1040,0,0,0,57,7,129,1,57,46,40,16525,33,27,23,4757,10,8,7,21,34,1061,155,868
2003,Chandrapur,290,387,1336,32,20,623,55,31,555,0,0,0,3,6,2111,25,10,402,29,20,683,59,21,349,0,0,1000,4,1,195,176,175,991,0,0,0,52,11,210,1,60,46,40,15296,32,25,21,3501,7,6,5,21,34,1318,140,1117
2004,Chandrapur,289,235,812,22,12,562,37,19,508,0,0,0,3,3,1240,21,8,352,27,9,318,31,8,272,0,0,1000,4,1,200,195,169,869,0,0,0,50,8,165,5,55,44,38,16454,34,27,23,5313,11,9,7,21,33,1085,142,836
2005,Chandrapur,284,438,1539,31,23,751,35,21,585,0,0,0,3,4,1680,26,15,599,25,11,417,57,19,330,0,0,1000,2,0,176,202,188,931,0,0,0,49,8,171,4,60,50,42,17067,33,27,23,3429,7,6,5,21,33,1437,146,1603
2006,Chandrapur,282,405,1435,35,26,739,31,21,678,0,0,0,3,5,1769,32,16,489,26,12,459,60,23,393,0,0,1000,4,1,244,217,227,1045,0,0,0,48,15,309,0,58,57,48,22123,36,35,30,4142,7,7,6,21,33,1595,148,1270
2007,Chandrapur,316,483,1528,37,36,960,26,20,754,0,0,0,3,8,3037,37,22,599,36,24,678,57,28,486,0,0,1500,3,1,313,204,241,1185,0,0,0,51,18,354,0,61,62,52,19063,30,30,26,5484,9,9,7,21,34,1296,157,1455
2008,Chandrapur,312,265,849,31,28,916,10,5,535,0,0,0,2,4,1542,32,16,492,32,19,602,35,13,379,0,0,1000,2,1,333,207,130,627,0,0,0,49,14,283,0,65,52,44,14179,28,23,19,3541,7,6,5,21,33,1326,153,1074
2009,Chandrapur,264,186,706,27,18,657,10,5,557,0,0,0,3,5,1989,32,14,447,36,40,1102,24,10,408,0,0,1000,2,1,252,204,70,342,0,0,0,57,14,243,0,52,56,49,25334,38,41,35,6569,10,11,9,22,35,1160,-20,723
2010,Chandrapur,276,400,1454,35,38,1069,12,7,591,0,0,0,3,7,2326,40,24,602,46,41,875,47,17,366,0,0,600,3,1,322,173,161,928,0,0,0,96,22,231,0,55,71,61,29538,36,47,40,6886,9,11,9,22,34,1760,-20,1074
2011,Chandrapur,315,390,1239,23,28,1223,9,5,515,0,0,0,3,5,1359,29,17,578,41,32,769,33,9,277,0,0,0,4,1,294,167,141,847,0,0,0,104,28,271,11,60,74,67,24779,32,40,36,5426,7,9,8,21,33,1199,-20,723
2012,Chandrapur,315,491,1558,23,27,1193,9,7,766,0,0,0,3,6,1626,32,25,788,41,55,1348,51,17,326,0,0,2000,1,1,433,158,156,982,0,0,0,113,48,422,4,62,74,62,21869,29,35,29,6396,9,10,9,21,33,1516,-20,1338
2013,Chandrapur,319,450,1410,26,29,1123,9,6,618,0,0,0,3,7,2741,36,19,519,37,31,847,68,26,379,0,0,0,1,0,125,153,89,584,0,0,0,112,38,337,0,67,72,61,18750,28,30,25,4035,6,6,5,21,33,1702,-20,1904
2014,Chandrapur,302,320,1060,25,19,748,9,14,1538,0,0,0,2,3,1474,33,14,435,43,21,500,43,10,220,0,0,0,0,0,0,138,69,501,0,2,9450,128,27,213,0,61,80,68,25011,30,40,33,7106,9,11,10,22,34,1198,-20,925
2015,Chandrapur,292,248,848,22,17,775,9,4,453,0,0,0,2,3,1381,39,23,593,43,28,647,30,12,395,0,0,2000,1,0,222,127,62,492,0,1,5750,161,38,235,0,63,94,79,28031,30,44,38,6577,7,10,9,22,34,1403,-20,1192
2016,Chandrapur,297,531,1790,21,26,1264,7,4,535,0,0,333,2,5,2527,44,23,516,45,82,1829,44,24,538,0,0,700,1,0,316,0,0,0,0,0,4000,168,101,605,0,66,86,72,23894,29,38,32,4689,6,7,6,22,34,1403,-20,1192
1966,Dhule,30,10,333,40,18,450,154,70,455,140,35,250,4,4,1000,5,1,200,8,6,750,225,14,63,122,43,352,6,2,290,292,45,154,2,11,7063,73,5,68,4,86,4,4,460,14,1,1,0,0,0,0,20,35,471,45,504
1967,Dhule,21,12,571,44,31,705,141,72,509,180,69,383,5,3,600,8,3,375,8,5,625,245,23,95,91,65,714,9,2,222,259,67,259,2,14,7579,90,8,89,4,67,9,8,2916,33,4,4,0,0,0,0,20,34,823,51,847
1968,Dhule,20,6,303,43,35,824,128,73,569,169,79,467,5,2,392,9,4,440,7,4,588,116,29,250,112,59,529,4,1,275,120,60,500,4,31,8914,71,7,98,4,66,6,5,1277,21,2,2,803,13,1,1,19,34,643,60,619
1969,Dhule,18,7,408,49,37,761,116,63,543,167,81,487,4,3,619,9,3,306,7,4,629,111,26,232,100,63,628,4,1,189,105,64,608,4,32,7732,75,7,89,4,59,6,6,1777,24,3,2,1200,17,2,2,20,35,817,68,815
1970,Dhule,19,10,531,50,50,982,119,62,516,163,94,576,4,3,825,8,3,386,7,4,603,110,30,270,110,81,735,4,2,366,119,82,692,3,27,8742,64,4,64,5,60,8,7,1809,21,3,2,1719,20,3,2,19,34,524,77,784
1971,Dhule,22,9,420,46,37,810,125,37,296,156,46,294,4,2,405,8,2,299,7,4,627,92,22,238,116,53,455,6,1,203,128,54,425,3,22,6906,71,9,127,5,57,9,9,2592,24,4,4,2082,19,3,3,19,34,267,68,509
1972,Dhule,22,5,243,33,14,436,109,32,295,167,33,197,5,2,340,5,2,320,7,3,368,80,10,124,103,23,224,4,1,225,112,24,217,6,45,7947,73,7,99,4,55,11,10,3040,24,5,4,2615,21,4,4,19,34,151,57,351
1973,Dhule,21,11,519,45,43,944,119,76,637,171,108,629,6,4,556,10,5,500,8,7,902,113,29,255,83,69,827,7,2,369,95,73,763,10,83,8019,63,8,124,5,54,12,11,4717,31,7,6,2225,15,3,3,20,34,477,64,717
1974,Dhule,20,9,453,45,41,913,128,92,718,137,65,477,8,4,532,11,5,421,9,8,954,115,46,398,102,66,648,9,3,286,117,70,597,10,91,8731,66,11,172,6,52,8,8,2356,22,3,3,2877,27,4,4,20,34,500,67,523
1975,Dhule,21,14,679,47,61,1285,141,129,915,146,78,533,10,11,1177,9,4,440,10,9,843,111,39,352,114,98,862,9,3,359,128,103,803,7,58,8300,57,7,131,5,67,17,15,2341,13,3,3,3440,20,5,5,19,33,765,69,529
1976,Dhule,22,16,741,53,53,998,156,147,940,142,100,704,10,14,1495,11,4,385,11,6,610,108,38,348,117,104,894,12,3,224,133,107,802,11,82,7708,53,5,98,6,61,22,19,5842,24,8,7,3923,16,6,5,20,34,804,75,984
1977,Dhule,26,26,1024,55,49,903,161,138,855,139,80,571,7,11,1544,10,4,406,10,6,633,110,30,276,111,67,603,11,4,307,126,71,560,9,104,11674,51,6,119,6,61,23,20,5342,20,8,7,4986,19,7,6,20,34,626,82,558
1978,Dhule,27,24,872,46,42,900,168,128,757,126,65,513,9,14,1598,10,4,414,11,10,898,111,35,317,98,38,391,10,2,189,112,40,359,11,84,7451,58,7,125,7,57,21,19,6014,23,9,8,5270,20,7,7,20,34,596,83,500
1979,Dhule,25,17,661,53,53,1006,182,147,809,122,88,721,9,11,1233,10,5,462,11,10,945,111,27,242,88,66,750,12,2,156,105,68,649,8,65,8088,62,9,142,7,65,25,22,5225,19,7,6,4281,16,6,5,21,34,730,96,636
1980,Dhule,25,18,734,44,44,1000,170,134,787,127,80,634,7,13,1900,10,4,418,12,7,626,110,20,185,87,58,674,11,1,123,103,56,540,9,77,8280,64,7,103,8,64,26,23,5395,19,8,7,4615,17,7,6,20,34,584,96,619
1981,Dhule,26,22,846,45,52,1142,178,183,1025,125,86,689,7,14,2029,11,5,467,12,10,871,101,26,252,82,48,577,11,1,123,102,63,623,8,82,9867,65,8,117,9,63,29,26,6199,20,9,8,5287,17,8,7,20,34,791,113,721
1982,Dhule,24,15,616,41,30,740,171,102,599,128,60,467,8,7,925,10,4,410,10,6,611,102,35,339,87,43,496,12,2,155,99,36,366,10,93,9078,64,8,131,7,60,19,17,6210,29,9,8,2540,12,4,3,21,34,520,92,572
1983,Dhule,24,20,799,51,65,1276,182,174,958,137,112,823,8,10,1288,11,6,522,11,10,864,100,35,350,99,66,663,12,2,155,98,65,666,10,78,7949,64,4,65,7,66,34,31,8125,23,12,10,3933,11,6,5,20,33,846,92,735
1984,Dhule,26,24,909,44,56,1259,180,149,826,142,80,564,7,1,155,14,7,493,13,10,800,101,26,256,106,91,856,9,3,340,98,74,754,11,102,9481,62,9,152,10,67,28,26,7017,23,10,9,2970,10,4,4,20,34,615,93,471
1985,Dhule,26,10,360,33,24,726,181,92,506,147,29,195,9,9,1068,14,5,315,13,8,624,102,33,317,95,23,237,9,1,74,105,21,203,9,76,8261,63,6,101,10,68,22,21,4629,19,6,6,3210,13,4,4,20,34,538,92,490
