Year,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AND VEGETABLES AREA (1000 ha),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),Min Temp (Centigrate),Max Temp (Centigrate),Precipitation (mm),Irrigated Area,Annual Rainfall
2022,Parbhani,-1.0947644252537633e-47,6.524523762448582e-35,134.7200617326532,60.28245370226617,75.4690164379194,1164.291812049015,301.38568124607605,244.30921392141116,658.1089408192809,3.2598521183465023,4.066568076001084,462.53350842600724,13.392216925741664,16.0,1182.3703829256692,141.54315339847577,132.66983491958638,1093.9202368030378,132.9373052215022,70.0979347440328,567.8235294117648,96.0,38.390657606038786,451.69599161117594,16.81460930176625,14.630077932000692,913.7944103271581,5.023343686802959,1.372074767683778,223.8830366215927,-85.20235019529083,1.9446922743316068e-62,136.05456225540752,14.0,204.3905841592849,6571.4173459028825,243.0,132.52808835473044,300.5773796366212,7.338944667855759,53.0,75.61279546434666,33.0,31340.0,35.74336821815415,39.0,22.348316187487683,16365.0356274718,13.142628707602093,19.671134048393426,11.441561437842509,20.86302079695237,34.08316490169313,844.2828984608703,-14.515870142802221,842.0406736953487
2023,Parbhani,-1.0947644252537633e-47,6.558627940768652e-35,133.23982629286408,60.593492470907016,66.72709512205716,1164.2900222496012,331.6963031468086,260.5892713928721,658.1092192767147,3.2581851695746757,4.10338854621541,462.5643897578416,13.615383225740132,16.0,1167.7676155609772,148.89853903869673,135.0347435232324,1137.3280258161687,134.56190226144713,64.2389074760151,567.823529411765,96.0,38.390629261207096,480.95167268555616,16.78526676919404,14.90506974575546,913.7947410256965,5.101463230969852,1.4025999259740942,223.9163688166201,26.136712922320612,1.9446922743316068e-62,136.05463548437703,14.0,220.14813259048938,6571.454500942023,243.0,70.01447718832604,347.86912624188585,7.376393499545898,53.0,76.95588844853964,33.0,31340.0,36.246466826670925,39.0,22.752238440793736,16654.26987297308,13.110594213819144,20.023689458576957,11.643849282682641,20.862944337890884,34.083159866859994,839.4298471312482,-13.770534181151078,842.0665420717205
1966,Pune,53.0,35.0,660.0,22.0,10.0,455.0,420.0,167.0,398.0,182.0,60.0,330.0,2.0,2.0,1000.0,24.0,6.0,250.0,7.0,4.0,571.0,134.0,4.0,32.0,24.0,18.0,750.0,2.0,1.0,316.0,132.0,19.0,141.0,14.0,85.0,5993.0,7.0,3.0,429.0,15.0,79.0,6.0,5.0,1559.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,32.0,296.0,153.0,887.0
1967,Pune,49.0,45.0,918.0,21.0,11.0,524.0,443.0,164.0,370.0,188.0,65.0,346.0,1.0,2.0,2000.0,19.0,7.0,368.0,6.0,3.0,500.0,127.0,10.0,77.0,22.0,25.0,1136.0,2.0,1.0,294.0,147.0,26.0,173.0,13.0,89.0,6642.0,7.0,1.0,143.0,20.0,66.0,8.0,8.0,4246.0,34.0,4.0,4.0,0.0,0.0,0.0,0.0,18.0,31.0,1115.0,182.0,1081.0
1968,Pune,45.0,45.0,998.0,20.0,11.0,550.0,418.0,98.0,234.0,185.0,56.0,302.0,1.0,1.0,909.0,19.0,5.0,265.0,6.0,3.0,517.0,39.0,14.0,351.0,26.0,27.0,1059.0,2.0,0.0,235.0,62.0,27.0,441.0,17.0,130.0,7483.0,7.0,2.0,270.0,19.0,66.0,5.0,5.0,1759.0,22.0,2.0,2.0,991.0,12.0,1.0,1.0,18.0,31.0,822.0,174.0,965.0
1969,Pune,47.0,34.0,738.0,24.0,14.0,587.0,355.0,119.0,336.0,191.0,80.0,419.0,1.0,1.0,1100.0,16.0,5.0,290.0,7.0,4.0,538.0,45.0,10.0,225.0,18.0,15.0,840.0,1.0,0.0,250.0,53.0,15.0,285.0,18.0,106.0,5955.0,6.0,1.0,237.0,22.0,65.0,6.0,5.0,1653.0,19.0,2.0,2.0,1484.0,17.0,1.0,1.0,19.0,32.0,1147.0,155.0,1006.0
1970,Pune,45.0,37.0,817.0,24.0,16.0,650.0,405.0,59.0,146.0,176.0,66.0,374.0,2.0,1.0,684.0,16.0,4.0,248.0,5.0,3.0,500.0,40.0,9.0,233.0,28.0,29.0,1029.0,2.0,1.0,333.0,66.0,29.0,447.0,16.0,160.0,9883.0,9.0,1.0,149.0,23.0,64.0,8.0,7.0,2358.0,21.0,3.0,2.0,1704.0,15.0,2.0,2.0,18.0,31.0,359.0,190.0,974.0
1971,Pune,44.0,37.0,847.0,24.0,20.0,807.0,410.0,90.0,219.0,148.0,45.0,306.0,2.0,1.0,875.0,15.0,6.0,387.0,4.0,2.0,432.0,31.0,8.0,262.0,27.0,25.0,934.0,1.0,0.0,214.0,66.0,26.0,386.0,15.0,100.0,6549.0,7.0,2.0,274.0,22.0,61.0,9.0,8.0,3150.0,23.0,3.0,3.0,2301.0,16.0,3.0,2.0,18.0,30.0,314.0,178.0,1284.0
1972,Pune,46.0,12.0,259.0,19.0,15.0,780.0,346.0,38.0,110.0,156.0,48.0,309.0,2.0,1.0,556.0,10.0,3.0,351.0,4.0,1.0,263.0,32.0,4.0,120.0,24.0,8.0,313.0,3.0,0.0,143.0,61.0,17.0,281.0,20.0,126.0,6310.0,6.0,2.0,321.0,19.0,48.0,9.0,8.0,3896.0,25.0,5.0,4.0,4384.0,28.0,5.0,5.0,19.0,32.0,271.0,176.0,843.0
1973,Pune,44.0,52.0,1193.0,22.0,22.0,978.0,427.0,193.0,452.0,194.0,83.0,426.0,3.0,5.0,1516.0,12.0,4.0,358.0,7.0,4.0,554.0,43.0,13.0,292.0,22.0,21.0,929.0,3.0,1.0,423.0,63.0,33.0,524.0,18.0,101.0,5684.0,2.0,0.0,235.0,22.0,50.0,10.0,8.0,5573.0,30.0,6.0,5.0,3644.0,20.0,4.0,3.0,19.0,31.0,364.0,210.0,1336.0
1974,Pune,46.0,77.0,1691.0,27.0,37.0,1355.0,406.0,186.0,458.0,169.0,61.0,361.0,2.0,2.0,1091.0,18.0,7.0,380.0,6.0,5.0,810.0,57.0,22.0,383.0,28.0,30.0,1042.0,3.0,1.0,385.0,70.0,40.0,576.0,22.0,157.0,7100.0,4.0,2.0,349.0,23.0,57.0,9.0,8.0,3504.0,23.0,4.0,3.0,3088.0,20.0,3.0,3.0,18.0,31.0,1138.0,233.0,1219.0
1975,Pune,48.0,93.0,1956.0,33.0,49.0,1468.0,438.0,175.0,399.0,174.0,49.0,283.0,2.0,3.0,1500.0,21.0,10.0,459.0,7.0,6.0,757.0,58.0,19.0,333.0,31.0,29.0,917.0,4.0,1.0,324.0,73.0,46.0,630.0,24.0,126.0,5216.0,4.0,1.0,351.0,25.0,71.0,8.0,7.0,1307.0,12.0,1.0,1.0,1898.0,17.0,2.0,2.0,18.0,30.0,1320.0,251.0,1328.0
1976,Pune,51.0,104.0,2035.0,43.0,54.0,1260.0,469.0,238.0,508.0,174.0,62.0,355.0,4.0,9.0,2378.0,24.0,11.0,447.0,7.0,4.0,638.0,55.0,20.0,366.0,34.0,29.0,843.0,5.0,2.0,300.0,76.0,43.0,570.0,25.0,200.0,8073.0,3.0,1.0,313.0,26.0,61.0,9.0,8.0,4246.0,27.0,4.0,4.0,1954.0,12.0,2.0,2.0,18.0,31.0,1164.0,225.0,1460.0
1977,Pune,49.0,110.0,2239.0,40.0,50.0,1261.0,460.0,257.0,559.0,171.0,63.0,369.0,3.0,6.0,2036.0,24.0,8.0,324.0,7.0,4.0,597.0,51.0,17.0,327.0,40.0,27.0,680.0,4.0,1.0,282.0,76.0,38.0,503.0,23.0,198.0,8470.0,4.0,2.0,410.0,28.0,59.0,7.0,6.0,2515.0,22.0,3.0,2.0,2257.0,20.0,2.0,2.0,19.0,31.0,1033.0,249.0,1314.0
1978,Pune,50.0,82.0,1640.0,39.0,44.0,1139.0,499.0,244.0,489.0,162.0,64.0,392.0,4.0,9.0,2122.0,26.0,9.0,360.0,6.0,5.0,746.0,51.0,15.0,304.0,37.0,44.0,1163.0,4.0,1.0,308.0,70.0,56.0,797.0,22.0,181.0,8067.0,6.0,3.0,536.0,29.0,55.0,7.0,6.0,3027.0,24.0,3.0,3.0,2700.0,21.0,3.0,2.0,19.0,31.0,913.0,271.0,1091.0
1979,Pune,52.0,82.0,1565.0,43.0,49.0,1129.0,517.0,292.0,564.0,118.0,37.0,311.0,12.0,15.0,1283.0,27.0,11.0,403.0,5.0,4.0,745.0,52.0,15.0,282.0,34.0,38.0,1128.0,5.0,1.0,260.0,76.0,58.0,766.0,16.0,139.0,8675.0,7.0,2.0,221.0,29.0,70.0,14.0,12.0,3634.0,18.0,4.0,3.0,2589.0,13.0,3.0,2.0,19.0,31.0,1172.0,279.0,1486.0
1980,Pune,55.0,110.0,2013.0,45.0,44.0,975.0,479.0,245.0,512.0,176.0,72.0,408.0,12.0,26.0,2142.0,26.0,10.0,367.0,7.0,3.0,523.0,49.0,14.0,278.0,33.0,34.0,1015.0,5.0,1.0,191.0,72.0,33.0,463.0,18.0,165.0,8984.0,8.0,2.0,272.0,30.0,63.0,10.0,9.0,3545.0,22.0,4.0,3.0,2274.0,14.0,2.0,2.0,19.0,31.0,930.0,281.0,1368.0
1981,Pune,56.0,83.0,1468.0,49.0,47.0,971.0,487.0,249.0,512.0,179.0,75.0,417.0,11.0,24.0,2155.0,28.0,11.0,403.0,7.0,4.0,632.0,45.0,24.0,535.0,41.0,50.0,1230.0,4.0,1.0,186.0,69.0,48.0,698.0,25.0,278.0,11116.0,6.0,2.0,286.0,33.0,50.0,20.0,17.0,13808.0,35.0,14.0,12.0,6124.0,15.0,6.0,5.0,19.0,31.0,1202.0,279.0,932.0
1982,Pune,51.0,72.0,1405.0,44.0,47.0,1066.0,522.0,195.0,374.0,82.0,31.0,377.0,5.0,11.0,2160.0,26.0,9.0,357.0,5.0,2.0,354.0,47.0,23.0,484.0,33.0,24.0,707.0,5.0,1.0,250.0,63.0,42.0,661.0,26.0,280.0,10895.0,3.0,1.0,308.0,36.0,51.0,23.0,21.0,12091.0,26.0,12.0,11.0,10364.0,22.0,10.0,9.0,19.0,31.0,877.0,281.0,911.0
1983,Pune,54.0,88.0,1614.0,48.0,59.0,1226.0,495.0,239.0,484.0,176.0,87.0,491.0,18.0,38.0,2100.0,30.0,13.0,450.0,7.0,5.0,776.0,40.0,19.0,470.0,43.0,55.0,1283.0,5.0,1.0,250.0,65.0,59.0,912.0,24.0,286.0,11713.0,2.0,0.0,125.0,35.0,52.0,22.0,20.0,15406.0,34.0,15.0,13.0,6209.0,14.0,6.0,5.0,18.0,30.0,1638.0,281.0,1029.0
1984,Pune,57.0,78.0,1367.0,50.0,58.0,1164.0,516.0,301.0,584.0,185.0,61.0,330.0,19.0,25.0,1316.0,39.0,21.0,541.0,7.0,5.0,652.0,31.0,5.0,175.0,46.0,63.0,1389.0,8.0,3.0,301.0,65.0,60.0,918.0,25.0,251.0,10000.0,1.0,0.0,300.0,36.0,51.0,21.0,19.0,11829.0,28.0,12.0,10.0,8960.0,21.0,9.0,8.0,18.0,31.0,1059.0,310.0,1046.0
1985,Pune,61.0,69.0,1131.0,49.0,47.0,969.0,529.0,185.0,350.0,171.0,57.0,335.0,11.0,15.0,1325.0,39.0,15.0,375.0,6.0,2.0,390.0,43.0,14.0,336.0,40.0,27.0,683.0,8.0,2.0,274.0,101.0,49.0,487.0,25.0,259.0,10431.0,1.0,0.0,286.0,38.0,62.0,16.0,14.0,6722.0,22.0,6.0,5.0,4746.0,16.0,4.0,4.0,18.0,31.0,881.0,311.0,544.0
1986,Pune,64.0,65.0,1016.0,45.0,46.0,1022.0,515.0,161.0,311.0,182.0,63.0,346.0,11.0,11.0,1000.0,29.0,9.0,310.0,5.0,1.0,200.0,44.0,12.0,280.0,43.0,37.0,860.0,7.0,2.0,222.0,104.0,55.0,527.0,23.0,209.0,8966.0,0.0,0.0,250.0,37.0,61.0,16.0,13.0,6308.0,24.0,6.0,5.0,4084.0,15.0,4.0,3.0,19.0,31.0,675.0,318.0,624.0
1987,Pune,56.0,72.0,1286.0,47.0,57.0,1213.0,546.0,307.0,562.0,169.0,59.0,349.0,4.0,5.0,1250.0,33.0,16.0,485.0,3.0,1.0,333.0,47.0,14.0,288.0,49.0,60.0,1224.0,6.0,1.0,107.0,114.0,88.0,770.0,27.0,225.0,8470.0,0.0,0.0,0.0,29.0,55.0,24.0,19.0,10768.0,24.0,10.0,8.0,9503.0,21.0,9.0,7.0,19.0,32.0,964.0,274.0,777.0
1988,Pune,59.0,90.0,1512.0,57.0,75.0,1311.0,533.0,274.0,513.0,205.0,107.0,521.0,5.0,5.0,1104.0,40.0,29.0,720.0,3.0,2.0,786.0,52.0,22.0,422.0,51.0,69.0,1344.0,6.0,1.0,224.0,108.0,99.0,923.0,28.0,235.0,8473.0,0.0,0.0,500.0,51.0,62.0,36.0,29.0,13868.0,22.0,13.0,10.0,10082.0,16.0,9.0,7.0,19.0,31.0,1352.0,302.0,1075.0
1989,Pune,60.0,86.0,1417.0,50.0,63.0,1261.0,540.0,307.0,567.0,214.0,144.0,676.0,3.0,3.0,1038.0,36.0,23.0,631.0,3.0,1.0,467.0,42.0,19.0,458.0,48.0,74.0,1538.0,3.0,0.0,107.0,101.0,107.0,1059.0,32.0,313.0,9821.0,0.0,0.0,0.0,47.0,59.0,34.0,27.0,15348.0,26.0,15.0,12.0,8916.0,15.0,8.0,7.0,18.0,31.0,942.0,327.0,976.0
1990,Pune,62.0,86.0,1388.0,56.0,67.0,1188.0,533.0,275.0,517.0,220.0,131.0,595.0,6.0,8.0,1267.0,38.0,20.0,522.0,5.0,1.0,277.0,39.0,14.0,344.0,46.0,70.0,1515.0,3.0,1.0,313.0,102.0,100.0,979.0,33.0,298.0,8922.0,0.0,0.0,350.0,55.0,58.0,42.0,33.0,18905.0,26.0,18.0,14.0,11912.0,16.0,12.0,9.0,18.0,31.0,1300.0,329.0,1427.0
1991,Pune,61.0,64.0,1048.0,52.0,66.0,1254.0,504.0,194.0,384.0,223.0,122.0,546.0,6.0,6.0,984.0,33.0,18.0,544.0,5.0,2.0,356.0,30.0,6.0,217.0,47.0,71.0,1514.0,3.0,1.0,207.0,102.0,100.0,977.0,35.0,313.0,8893.0,0.0,0.0,300.0,53.0,59.0,42.0,36.0,17629.0,25.0,17.0,15.0,11946.0,17.0,12.0,10.0,18.0,31.0,731.0,365.0,1064.0
1992,Pune,62.0,82.0,1321.0,53.0,65.0,1233.0,524.0,257.0,491.0,175.0,150.0,857.0,5.0,6.0,1212.0,34.0,17.0,507.0,4.0,3.0,651.0,42.0,17.0,399.0,45.0,68.0,1527.0,4.0,1.0,389.0,92.0,88.0,952.0,33.0,271.0,8111.0,0.0,0.0,300.0,59.0,67.0,41.0,35.0,13186.0,21.0,13.0,11.0,7708.0,12.0,8.0,7.0,18.0,31.0,962.0,369.0,842.0
1993,Pune,63.0,54.0,854.0,52.0,83.0,1588.0,545.0,339.0,622.0,170.0,103.0,608.0,11.0,18.0,1593.0,38.0,27.0,707.0,4.0,3.0,667.0,39.0,19.0,487.0,48.0,60.0,1264.0,4.0,1.0,225.0,97.0,89.0,911.0,29.0,255.0,8690.0,0.0,0.0,0.0,70.0,67.0,53.0,44.0,17578.0,23.0,18.0,15.0,8545.0,11.0,9.0,7.0,19.0,31.0,1095.0,370.0,1109.0
1994,Pune,62.0,73.0,1182.0,50.0,73.0,1472.0,329.0,126.0,382.0,180.0,99.0,547.0,10.0,14.0,1495.0,36.0,22.0,631.0,5.0,3.0,580.0,40.0,19.0,469.0,47.0,57.0,1219.0,2.0,1.0,250.0,71.0,68.0,958.0,37.0,328.0,8999.0,0.0,0.0,467.0,63.0,64.0,54.0,46.0,18419.0,23.0,19.0,16.0,11119.0,14.0,11.0,10.0,18.0,31.0,1258.0,355.0,1166.0
1995,Pune,52.0,79.0,1518.0,49.0,66.0,1354.0,547.0,232.0,423.0,133.0,66.0,498.0,9.0,14.0,1621.0,39.0,19.0,480.0,4.0,2.0,500.0,29.0,11.0,365.0,40.0,55.0,1365.0,2.0,1.0,353.0,67.0,68.0,1018.0,39.0,353.0,9063.0,0.0,0.0,300.0,58.0,66.0,48.0,41.0,15727.0,22.0,16.0,14.0,8360.0,12.0,9.0,7.0,18.0,31.0,910.0,349.0,758.0
1996,Pune,60.0,82.0,1364.0,56.0,86.0,1541.0,573.0,313.0,547.0,185.0,162.0,875.0,15.0,23.0,1497.0,42.0,30.0,698.0,6.0,3.0,534.0,35.0,17.0,487.0,46.0,69.0,1502.0,3.0,1.0,206.0,83.0,90.0,1084.0,43.0,364.0,8480.0,0.0,0.0,500.0,65.0,70.0,52.0,44.0,15686.0,22.0,16.0,14.0,6422.0,9.0,7.0,6.0,19.0,31.0,1114.0,393.0,1299.0
1997,Pune,65.0,72.0,1105.0,55.0,68.0,1246.0,477.0,224.0,470.0,143.0,118.0,826.0,15.0,23.0,1497.0,42.0,25.0,601.0,4.0,3.0,744.0,26.0,9.0,322.0,50.0,69.0,1380.0,3.0,0.0,138.0,89.0,74.0,827.0,40.0,408.0,10090.0,0.0,0.0,500.0,70.0,63.0,55.0,45.0,22446.0,26.0,23.0,19.0,9284.0,11.0,10.0,8.0,18.0,31.0,1105.0,367.0,979.0
1998,Pune,61.0,74.0,1212.0,68.0,96.0,1412.0,392.0,213.0,545.0,150.0,111.0,739.0,14.0,24.0,1712.0,48.0,30.0,624.0,4.0,1.0,282.0,32.0,14.0,422.0,52.0,79.0,1521.0,4.0,1.0,343.0,82.0,97.0,1191.0,49.0,429.0,8841.0,0.0,0.0,300.0,76.0,64.0,59.0,50.0,23358.0,26.0,24.0,20.0,9254.0,10.0,9.0,8.0,19.0,31.0,1163.0,390.0,1167.0
1999,Pune,62.0,89.0,1446.0,72.0,125.0,1741.0,486.0,346.0,711.0,160.0,118.0,739.0,15.0,22.0,1493.0,52.0,35.0,674.0,4.0,3.0,692.0,35.0,16.0,465.0,54.0,69.0,1273.0,4.0,1.0,237.0,85.0,85.0,999.0,46.0,464.0,10037.0,0.0,0.0,600.0,69.0,62.0,66.0,56.0,27955.0,27.0,29.0,24.0,11784.0,11.0,12.0,10.0,18.0,31.0,913.0,390.0,909.0
2000,Pune,64.0,75.0,1175.0,56.0,57.0,1027.0,491.0,205.0,418.0,160.0,105.0,652.0,16.0,15.0,932.0,54.0,32.0,601.0,4.0,2.0,476.0,50.0,19.0,380.0,54.0,66.0,1232.0,4.0,1.0,195.0,84.0,82.0,977.0,49.0,456.0,9360.0,1.0,0.0,386.0,34.0,58.0,55.0,46.0,24369.0,26.0,25.0,21.0,14665.0,16.0,15.0,13.0,18.0,31.0,909.0,437.0,635.0
2001,Pune,59.0,86.0,1462.0,60.0,101.0,1701.0,491.0,238.0,485.0,113.0,86.0,756.0,15.0,26.0,1686.0,56.0,35.0,625.0,4.0,2.0,488.0,35.0,12.0,346.0,48.0,61.0,1288.0,3.0,1.0,324.0,75.0,76.0,1017.0,49.0,416.0,8544.0,0.0,0.0,350.0,38.0,56.0,57.0,48.0,27548.0,28.0,28.0,24.0,15457.0,16.0,16.0,13.0,18.0,31.0,753.0,433.0,781.0
2002,Pune,58.0,40.0,693.0,65.0,82.0,1266.0,466.0,162.0,348.0,124.0,87.0,698.0,15.0,29.0,1913.0,55.0,28.0,507.0,4.0,2.0,474.0,31.0,11.0,363.0,45.0,46.0,1024.0,3.0,0.0,138.0,71.0,56.0,797.0,54.0,469.0,8766.0,0.0,0.0,450.0,34.0,57.0,59.0,49.0,28332.0,28.0,29.0,24.0,15228.0,15.0,16.0,13.0,19.0,31.0,600.0,417.0,662.0
2003,Pune,60.0,85.0,1402.0,39.0,48.0,1224.0,265.0,68.0,258.0,97.0,68.0,697.0,10.0,18.0,1740.0,32.0,16.0,509.0,3.0,2.0,667.0,17.0,7.0,376.0,48.0,56.0,1176.0,3.0,1.0,250.0,61.0,60.0,995.0,40.0,276.0,6960.0,0.0,0.0,500.0,38.0,57.0,49.0,41.0,22826.0,29.0,24.0,20.0,11171.0,14.0,12.0,10.0,19.0,32.0,697.0,146.0,541.0
2004,Pune,68.0,85.0,1259.0,53.0,87.0,1655.0,431.0,231.0,536.0,117.0,85.0,726.0,15.0,34.0,2205.0,39.0,26.0,651.0,4.0,4.0,974.0,31.0,8.0,271.0,53.0,52.0,994.0,3.0,1.0,345.0,69.0,61.0,883.0,28.0,236.0,8376.0,0.0,0.0,300.0,65.0,58.0,68.0,56.0,29903.0,27.0,32.0,26.0,15988.0,14.0,17.0,14.0,19.0,31.0,1141.0,224.0,973.0
2005,Pune,65.0,74.0,1144.0,61.0,113.0,1842.0,469.0,233.0,497.0,125.0,90.0,721.0,17.0,37.0,2212.0,50.0,34.0,677.0,4.0,2.0,514.0,31.0,10.0,334.0,51.0,50.0,975.0,1.0,0.0,273.0,70.0,63.0,895.0,54.0,504.0,9361.0,0.0,0.0,500.0,73.0,54.0,71.0,64.0,34693.0,28.0,37.0,33.0,22495.0,18.0,24.0,22.0,18.0,31.0,1564.0,219.0,1234.0
2006,Pune,64.0,69.0,1078.0,73.0,132.0,1812.0,459.0,235.0,513.0,129.0,81.0,631.0,18.0,43.0,2325.0,56.0,39.0,699.0,4.0,2.0,487.0,36.0,16.0,430.0,51.0,44.0,855.0,4.0,1.0,237.0,76.0,57.0,745.0,78.0,687.0,8788.0,0.0,0.0,300.0,0.0,54.0,80.0,63.0,38958.0,28.0,41.0,33.0,25107.0,18.0,27.0,21.0,19.0,31.0,1715.0,228.0,1183.0
2007,Pune,63.0,78.0,1245.0,73.0,155.0,2112.0,403.0,218.0,540.0,117.0,101.0,861.0,17.0,45.0,2722.0,55.0,38.0,685.0,4.0,2.0,462.0,33.0,16.0,497.0,50.0,58.0,1165.0,3.0,1.0,328.0,71.0,73.0,1031.0,104.0,1016.0,9748.0,0.0,0.0,300.0,0.0,53.0,80.0,63.0,36560.0,26.0,39.0,31.0,29380.0,21.0,31.0,25.0,19.0,31.0,1252.0,229.0,911.0
2008,Pune,61.0,76.0,1234.0,61.0,112.0,1844.0,431.0,278.0,645.0,35.0,27.0,783.0,17.0,42.0,2424.0,47.0,36.0,753.0,2.0,1.0,579.0,19.0,7.0,380.0,35.0,36.0,1037.0,2.0,1.0,333.0,46.0,44.0,949.0,86.0,833.0,9735.0,0.0,0.0,500.0,0.0,53.0,90.0,70.0,45569.0,28.0,49.0,38.0,30423.0,19.0,33.0,25.0,19.0,31.0,986.0,215.0,810.0
2009,Pune,63.0,51.0,818.0,60.0,92.0,1540.0,436.0,325.0,745.0,46.0,34.0,736.0,17.0,42.0,2532.0,54.0,43.0,787.0,2.0,1.0,624.0,19.0,9.0,469.0,39.0,41.0,1049.0,2.0,0.0,205.0,53.0,49.0,924.0,96.0,911.0,9531.0,0.0,0.0,0.0,0.0,47.0,105.0,83.0,63007.0,31.0,68.0,54.0,44318.0,22.0,48.0,38.0,19.0,32.0,1409.0,-20.0,795.0
2010,Pune,61.0,72.0,1181.0,60.0,116.0,1932.0,457.0,339.0,741.0,49.0,43.0,885.0,27.0,75.0,2786.0,58.0,55.0,949.0,3.0,2.0,610.0,29.0,17.0,576.0,40.0,54.0,1352.0,2.0,0.0,224.0,55.0,65.0,1174.0,112.0,1108.0,9940.0,0.0,0.0,1000.0,0.0,48.0,108.0,105.0,63938.0,31.0,70.0,67.0,43864.0,21.0,48.0,46.0,19.0,32.0,1620.0,-20.0,810.0
2011,Pune,62.0,86.0,1381.0,55.0,106.0,1909.0,179.0,107.0,595.0,51.0,41.0,803.0,27.0,87.0,3202.0,35.0,33.0,932.0,3.0,2.0,528.0,22.0,11.0,478.0,46.0,53.0,1145.0,2.0,1.0,289.0,56.0,64.0,1127.0,130.0,1316.0,10129.0,0.0,0.0,0.0,60.0,53.0,111.0,74.0,64841.0,33.0,71.0,47.0,26815.0,14.0,29.0,19.0,18.0,31.0,1462.0,-20.0,795.0
2012,Pune,78.0,106.0,1368.0,53.0,94.0,1770.0,181.0,90.0,499.0,36.0,17.0,464.0,25.0,66.0,2619.0,38.0,27.0,713.0,3.0,1.0,171.0,16.0,6.0,388.0,45.0,43.0,971.0,2.0,0.0,206.0,56.0,54.0,955.0,138.0,1389.0,10086.0,0.0,0.0,0.0,63.0,57.0,90.0,70.0,38374.0,26.0,42.0,33.0,24412.0,17.0,27.0,21.0,19.0,31.0,795.0,-20.0,691.0
2013,Pune,82.0,153.0,1866.0,64.0,130.0,2020.0,255.0,162.0,634.0,50.0,42.0,835.0,32.0,92.0,2881.0,51.0,41.0,814.0,4.0,2.0,571.0,7.0,1.0,145.0,54.0,52.0,967.0,1.0,0.0,308.0,42.0,59.0,1400.0,144.0,1696.0,11788.0,0.0,0.0,0.0,0.0,54.0,108.0,85.0,49921.0,27.0,54.0,43.0,34284.0,19.0,37.0,29.0,19.0,31.0,1073.0,-20.0,1106.0
2014,Pune,82.0,136.0,1658.0,72.0,108.0,1508.0,272.0,133.0,491.0,32.0,26.0,835.0,36.0,133.0,3706.0,60.0,52.0,865.0,3.0,1.0,233.0,16.0,7.0,421.0,56.0,62.0,1107.0,0.0,0.0,0.0,67.0,75.0,1117.0,128.0,1383.0,10825.0,0.0,0.0,0.0,0.0,54.0,97.0,0.0,43262.0,26.0,47.0,0.0,34088.0,20.0,37.0,0.0,19.0,32.0,1114.0,-20.0,1007.0
2015,Pune,55.0,107.0,1965.0,62.0,130.0,2090.0,261.0,117.0,449.0,41.0,29.0,710.0,37.0,88.0,2374.0,64.0,55.0,856.0,1.0,1.0,462.0,32.0,7.0,202.0,26.0,39.0,1520.0,1.0,0.0,96.0,44.0,86.0,1966.0,118.0,1229.0,10376.0,0.0,0.0,0.0,0.0,53.0,98.0,76.0,48008.0,30.0,56.0,43.0,28373.0,18.0,33.0,25.0,19.0,32.0,855.0,-20.0,804.0
